"","date","county","state","fips","cases","deaths"
"240","2020-04-05","Arlington","Virginia",51013,181,2
"241","2020-04-05","Clarke","Virginia",51043,2,0
"242","2020-04-05","Culpeper","Virginia",51047,8,0
"243","2020-04-05","Fairfax","Virginia",51059,426,5
"244","2020-04-05","Fredericksburg city","Virginia",51630,7,0
"245","2020-04-05","King George","Virginia",51099,8,0
"246","2020-04-05","Loudoun","Virginia",51107,167,0
"247","2020-04-05","Manassas Park city","Virginia",51685,2,0
"248","2020-04-05","Manassas city","Virginia",51683,14,0
"249","2020-04-05","Prince William","Virginia",51153,175,1
"250","2020-04-05","Spotsylvania","Virginia",51177,24,0
"251","2020-04-05","Stafford","Virginia",51179,41,0
"252","2020-04-05","Warren","Virginia",51187,4,0
"253","2020-04-06","Alexandria city","Virginia",51510,93,0
"254","2020-04-06","Arlington","Virginia",51013,203,2
"255","2020-04-06","Clarke","Virginia",51043,2,0
"256","2020-04-06","Culpeper","Virginia",51047,8,0
"257","2020-04-06","Fairfax","Virginia",51059,488,6
"258","2020-04-06","Fredericksburg city","Virginia",51630,7,0
"259","2020-04-06","King George","Virginia",51099,10,0
"260","2020-04-06","Loudoun","Virginia",51107,188,0
"261","2020-04-06","Manassas Park city","Virginia",51685,4,0
"262","2020-04-06","Manassas city","Virginia",51683,17,0
"263","2020-04-06","Prince William","Virginia",51153,193,1
"264","2020-04-06","Spotsylvania","Virginia",51177,26,0
"265","2020-04-06","Stafford","Virginia",51179,43,0
"266","2020-04-06","Warren","Virginia",51187,5,0
"267","2020-04-07","Alexandria city","Virginia",51510,126,1
"268","2020-04-07","Arlington","Virginia",51013,237,2
"269","2020-04-07","Clarke","Virginia",51043,2,0
"270","2020-04-07","Culpeper","Virginia",51047,9,0
"271","2020-04-07","Fairfax","Virginia",51059,532,9
"272","2020-04-07","Fredericksburg city","Virginia",51630,8,0
"273","2020-04-07","King George","Virginia",51099,10,0
"274","2020-04-07","Loudoun","Virginia",51107,209,0
"275","2020-04-07","Manassas Park city","Virginia",51685,4,0
"276","2020-04-07","Manassas city","Virginia",51683,20,0
"277","2020-04-07","Prince William","Virginia",51153,236,1
"278","2020-04-07","Rappahannock","Virginia",51157,1,0
"279","2020-04-07","Spotsylvania","Virginia",51177,29,0
"280","2020-04-07","Stafford","Virginia",51179,49,0
"281","2020-04-07","Warren","Virginia",51187,6,0
"282","2020-04-08","Alexandria city","Virginia",51510,143,1
"283","2020-04-08","Arlington","Virginia",51013,254,2
"284","2020-04-08","Clarke","Virginia",51043,3,0
"285","2020-04-08","Culpeper","Virginia",51047,10,0
"286","2020-04-08","Fairfax","Virginia",51059,570,9
"287","2020-04-08","Fredericksburg city","Virginia",51630,8,0
"288","2020-04-08","King George","Virginia",51099,11,0
"289","2020-04-08","Loudoun","Virginia",51107,238,0
"290","2020-04-08","Manassas Park city","Virginia",51685,5,0
"291","2020-04-08","Manassas city","Virginia",51683,20,0
"292","2020-04-08","Prince William","Virginia",51153,263,1
"293","2020-04-08","Rappahannock","Virginia",51157,1,0
"294","2020-04-08","Spotsylvania","Virginia",51177,31,0
"295","2020-04-08","Stafford","Virginia",51179,48,0
"296","2020-04-08","Warren","Virginia",51187,8,0
"297","2020-04-09","Alexandria city","Virginia",51510,149,1
"298","2020-04-09","Arlington","Virginia",51013,280,2
"299","2020-04-09","Clarke","Virginia",51043,3,0
"300","2020-04-09","Culpeper","Virginia",51047,13,0
"301","2020-04-09","Fairfax","Virginia",51059,690,16
"302","2020-04-09","Fredericksburg city","Virginia",51630,10,0
"303","2020-04-09","King George","Virginia",51099,13,0
"304","2020-04-09","Loudoun","Virginia",51107,258,0
"305","2020-04-09","Manassas Park city","Virginia",51685,5,0
"306","2020-04-09","Manassas city","Virginia",51683,25,0
"307","2020-04-09","Prince William","Virginia",51153,299,1
"308","2020-04-09","Rappahannock","Virginia",51157,1,0
"309","2020-04-09","Spotsylvania","Virginia",51177,36,0
"310","2020-04-09","Stafford","Virginia",51179,54,0
"311","2020-04-09","Warren","Virginia",51187,9,0
"312","2020-04-10","Alexandria city","Virginia",51510,174,1
"313","2020-04-10","Arlington","Virginia",51013,312,2
"314","2020-04-10","Clarke","Virginia",51043,3,0
"315","2020-04-10","Culpeper","Virginia",51047,14,0
"316","2020-04-10","Fairfax","Virginia",51059,777,16
"317","2020-04-10","Fairfax city","Virginia",51600,1,0
"318","2020-04-10","Fredericksburg city","Virginia",51630,10,0
"319","2020-04-10","King George","Virginia",51099,14,0
"320","2020-04-10","Loudoun","Virginia",51107,274,0
"321","2020-04-10","Manassas Park city","Virginia",51685,7,0
"322","2020-04-10","Manassas city","Virginia",51683,29,0
"323","2020-04-10","Prince William","Virginia",51153,337,1
"324","2020-04-10","Rappahannock","Virginia",51157,1,0
"325","2020-04-10","Spotsylvania","Virginia",51177,43,0
"326","2020-04-10","Stafford","Virginia",51179,60,0
"327","2020-04-10","Warren","Virginia",51187,10,0
"328","2020-04-11","Alexandria city","Virginia",51510,188,1
"329","2020-04-11","Arlington","Virginia",51013,349,2
"330","2020-04-11","Clarke","Virginia",51043,3,0
"331","2020-04-11","Culpeper","Virginia",51047,17,0
